Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-10,7.547036647796631,7.561195308271734,7.296683374169736,7.376218040449934,776356000
2010-06-11,7.637415885925293,7.647960063860024,7.452437844729286,7.47834658010473,545759200
2010-06-14,7.660611152648926,7.807327803051071,7.652477166169183,7.71122432240197,602960400
2010-06-15,7.823599338531494,7.8284197187281634,7.697368447773858,7.701586280445944,585074000
2010-06-16,8.05135726928711,8.066420152545632,7.851918066117211,7.866077530346716,783678000
2010-06-17,8.190542221069336,8.221573014398684,8.119141550601745,8.152280857899834,872855200
2010-06-18,8.25682258605957,8.284841455094522,8.176987030544666,8.201992356744482,784621600
2010-06-21,8.139323234558105,8.405642681424933,8.095940637333555,8.36587536767484,776490400
2010-06-22,8.250198364257812,8.314066831879622,8.179400998111886,8.199284274081009,717262000
2010-06-23,8.16342830657959,8.274596316536396,8.070939270362812,8.272186126376392,768457200
2010-06-24,8.10407829284668,8.230610041316345,8.076963657200976,8.164330625318307,714277200
2010-06-25,8.034786224365234,8.142338935722028,8.007973264400524,8.13601258957254,549942400
2010-06-28,8.082991600036621,8.1266759019041,7.969112508957903,8.0417174887403,584948000
2010-06-29,7.717555999755859,7.965197484893095,7.661218993843022,7.957062688323188,1133344800
2010-06-30,7.577762603759766,7.771778003663768,7.531970618814018,7.733818328992288,739452000
2010-07-01,7.4858784675598145,7.676279447062021,7.327412504190425,7.661215760206918,1022896000
2010-07-02,7.4394850730896,7.559690497166352,7.326810286902733,7.546433646211602,693842800
2010-07-06,7.4903974533081055,7.61602497280401,7.415984052138991,7.561797312847171,615235600
2010-07-07,7.792873859405518,7.795887403216521,7.524144750396795,7.546437412582251,654556000
2010-07-08,7.775395393371582,7.920305239729748,7.678990214596005,7.907651743255696,738144400
2010-07-09,7.821488380432129,7.829923238671316,7.6871227378434845,7.739241875730198,433322400
2010-07-12,7.7512946128845215,7.888672219417699,7.678087105786436,7.788651751895233,562878400
2010-07-13,7.585897445678711,7.724480119663391,7.4241171007257485,7.7220707347088196,1190924000
2010-07-14,7.613916397094727,7.706405425779599,7.501544105678375,7.5129933124753645,812047600
2010-07-15,7.575354099273682,7.741653165384126,7.450328324862579,7.4783463777483545,824866000
2010-07-16,7.528657913208008,7.681400065217287,7.483769336783639,7.627473277424832,1039858400
2010-07-19,7.398510932922363,7.528056230674002,7.218354059102312,7.528056230674002,1024478000
2010-07-20,7.5886125564575195,7.619040811935851,7.230708085195037,7.317774213418091,1074950800
2010-07-21,7.659411430358887,7.988093577229115,7.652181662010935,7.986285934024726,1185671200
2010-07-22,7.803412437438965,7.832936454253884,7.691641910893613,7.763042567907459,645318800
2010-07-23,7.831130504608154,7.844386549682229,7.720866724899877,7.745269496551594,533388800
2010-07-26,7.811246395111084,7.835950035603175,7.763947627925579,7.832937298412773,420551600
2010-07-27,7.9558587074279785,7.977549622030775,7.841979595706631,7.859151804404154,584771600
2010-07-28,7.86185884475708,8.013396711214316,7.840469617208293,7.943502816679424,519985200
2010-07-29,7.775998592376709,7.912773657370236,7.7154445796358235,7.854328158650418,643806800
2010-07-30,7.750089645385742,7.8238997011731355,7.6792915225560385,7.709118025317601,448210000
2010-08-02,7.888669967651367,7.9109634134114835,7.821487954484758,7.846191589458836,428055600
2010-08-03,7.8910813331604,7.931149528111791,7.815463646472868,7.863364957537289,417653600
2010-08-04,7.922718524932861,7.96188251562019,7.842280419950932,7.91850069112694,420375200
2010-08-05,7.884154796600342,7.928742512561447,7.849508713365395,7.885058215725724,289097200
2010-08-06,7.8356499671936035,7.877827487712798,7.761537429183125,7.826310078711506,444897600
2010-08-09,7.8856587409973145,7.897709689374513,7.819982681279952,7.877523948608114,303128000
2010-08-10,7.815162658691406,7.84649512590245,7.75912655064857,7.828418702511463,451920000
2010-08-11,7.537395477294922,7.703092823779922,7.525947879135562,7.694356287166384,620054400
2010-08-12,7.585599422454834,7.625065082382251,7.414780803024611,7.431953006881487,534920400
2010-08-13,7.504556179046631,7.588307850489106,7.504254503125559,7.581378957933932,354869200
2010-08-16,7.460572719573975,7.531973392788237,7.429842796571196,7.4587650770444,318430000
2010-08-17,7.5910210609436035,7.671158266816467,7.5075694416972905,7.534081530807827,422640400
2010-08-18,7.62416410446167,7.672367127085654,7.579275497185253,7.602774862893446,339696000
2010-08-19,7.52805757522583,7.636513730066547,7.491905523612258,7.617232206822281,426706000
2010-08-20,7.5208258628845215,7.6497678121386565,7.501544342565813,7.513294421244678,384230000
2010-08-23,7.405141353607178,7.5919271148209795,7.3885724988665205,7.585600766322216,414041600
2010-08-24,7.228296756744385,7.320784995037558,7.189734515924476,7.310844166628011,602565600
2010-08-25,7.317467212677002,7.350607310823888,7.146046947750941,7.171353127321437,596867600
2010-08-26,7.238839626312256,7.4036327402108215,7.238839626312256,7.394594528107884,466505200
2010-08-27,7.279209136962891,7.3090348331699255,7.096641283999522,7.283126097578725,548391200
2010-08-30,7.30571985244751,7.403631793198759,7.250888843839149,7.253299033424973,383289200
2010-08-31,7.323797702789307,7.36778286684041,7.240949430790571,7.2861388854003195,420786800
2010-09-01,7.541612148284912,7.575654870470307,7.419599112598626,7.455449477025923,697037600
2010-09-02,7.597047328948975,7.597047328948975,7.488591173186903,7.569631815087847,415427600
2010-09-03,7.79587984085083,7.7961807122582005,7.667238811412777,7.685013554048754,520788800
2010-09-07,7.7669596672058105,7.818777133286189,7.719961775727796,7.731711047480016,342557600
2010-09-08,7.9209065437316895,7.965192567734872,7.805821607567779,7.826308217690668,526551200
2010-09-09,7.925426483154297,8.029363102733917,7.9209077795096965,7.9847762003307965,438575200
2010-09-10,7.935675621032715,7.968514078983769,7.87512076445874,7.929047594206191,387542400
2010-09-13,8.04503059387207,8.082387737176528,8.006469159947486,8.00827599811235,388780000
2010-09-14,8.07575798034668,8.109198155196168,7.9992360675325385,8.020023551128352,408150400
2010-09-15,8.140832901000977,8.14565408562743,8.069131355102217,8.07907379141097,429368800
2010-09-16,8.332136154174805,8.335148891353677,8.119140864678267,8.141435119801933,652103200
2010-09-17,8.295985221862793,8.374013106490308,8.245071168372428,8.365878313573774,634477200
2010-09-20,8.532779693603516,8.54934934442672,8.310444535752218,8.317373428432719,658677600
2010-09-21,8.549050331115723,8.656903933020995,8.519526304577521,8.551762197422542,668074400
2010-09-22,8.668954849243164,8.675883744053538,8.508077866161349,8.51711607969839,585289600
2010-09-23,8.704200744628906,8.819887438834085,8.616231232455961,8.626172862906833,786116800
2010-09-24,8.806631088256836,8.843084804598208,8.753307653248417,8.800003871166748,649488000
2010-09-27,8.771688461303711,8.879240412097724,8.76716975570499,8.856646079634539,482834800
2010-09-28,8.642143249511719,8.790065080983826,8.284841333748238,8.790065080983826,1035042400
2010-09-29,8.657501220703125,8.731010370836836,8.616227943829438,8.653283390264596,469644000
2010-09-30,8.548444747924805,8.736736354879602,8.47312794424908,8.706609794303118,673391600
2010-10-01,8.511392593383789,8.63370653654403,8.476143961526294,8.620752165565365,448142800
2010-10-04,8.394500732421875,8.522839334090012,8.36828951260672,8.483675353540592,435302000
2010-10-05,8.704805374145508,8.720169129301475,8.490302477976698,8.495726210161301,501967200
2010-10-06,8.712335586547852,8.796690626843565,8.593937819515087,8.724386536438464,670868800
2010-10-07,8.713240623474121,8.7512003147041,8.643648392532064,8.746982481848619,408399600
2010-10-08,8.859354972839355,8.872309343222016,8.736740163759444,8.788255969273594,658403200
2010-10-11,8.898214340209961,8.95485298288898,8.875319151364781,8.879536982535381,427753200
2010-10-12,8.99401569366455,9.022937957924562,8.81174879421912,8.89971907240561,558544000
2010-10-13,9.042222023010254,9.097052227106799,9.031978717278468,9.044029665198217,630092400
2010-10-14,9.107599258422852,9.112418834206235,9.050056371390692,9.088920284943567,435296400
2010-10-15,9.482075691223145,9.489908811110924,9.1859303426878,9.262150613498884,922194000
2010-10-18,9.580286026000977,9.610411790778306,9.468515480688332,9.594445489412795,1093010800
2010-10-19,9.323906898498535,9.452848834507488,9.038607519828293,9.140435625143558,1232784000
2010-10-20,9.355238914489746,9.467310330652818,9.244975945208362,9.30914523967659,721624400
2010-10-21,9.324810028076172,9.48207087122776,9.242865193690202,9.410369342257319,551460000
2010-10-22,9.263052940368652,9.3404782906919,9.227805114796013,9.311255136252743,372778000
2010-10-25,9.304323196411133,9.387472319109236,9.292272249149477,9.311855440684223,392462000
2010-10-26,9.280526161193848,9.331440219721722,9.208221263558764,9.2449766621285,392929600
2010-10-27,9.273897171020508,9.336258821406512,9.206714336527856,9.268474243928413,399002800
2010-10-28,9.195867538452148,9.279016657981204,9.065117983522846,9.277509887396368,551051200
2010-10-29,9.067527770996094,9.215148658002802,9.06421335824375,9.165439706939694,430511200
2010-11-01,9.163933753967285,9.206713816363123,9.104283168262876,9.10488571568351,423889200
2010-11-02,9.319990158081055,9.344995475531999,9.248891970937052,9.248891970937052,433930000
2010-11-03,9.423624992370605,9.426035181779836,9.294983948294805,9.380543258915173,508348400
2010-11-04,9.588422775268555,9.645964868928855,9.490811665264552,9.503465165868272,642488000
2010-11-05,9.554072380065918,9.627581544308635,9.54262478543304,9.579981914875551,361253200
2010-11-08,9.598963737487793,9.633609008912211,9.542927629506107,9.556183673311697,281758400
2010-11-09,9.522441864013672,9.679703530180072,9.474842224525222,9.672171284839939,383544000
2010-11-10,9.58119010925293,9.60348356287903,9.446221879056207,9.539313459119175,384227200
2010-11-11,9.5396146774292,9.592336371407884,9.467309789533841,9.489904916163164,361284000
2010-11-12,9.279921531677246,9.535094336705535,9.14736511841427,9.520031455310082,795846800
2010-11-15,9.250099182128906,9.35554259874785,9.22690150175763,9.292879257270524,403606000
2010-11-16,9.085906028747559,9.266967107148009,9.017518102045871,9.210329257583185,657650000
2010-11-17,9.053068161010742,9.158209869276995,8.97052077410126,9.074156516064734,479449600
2010-11-18,9.291975975036621,9.329333125561616,9.179302780269941,9.194666538926322,494491200
2010-11-19,9.240761756896973,9.291073283845556,9.195873159324156,9.278118910349345,384843200
2010-11-22,9.440496444702148,9.440496444702148,9.214847687289296,9.239249648681,393075200
2010-11-23,9.301008224487305,9.3919920663736,9.235633850696008,9.352826490127917,519447600
2010-11-24,9.483880996704102,9.501957422758915,9.391995313234819,9.399525950720315,413725200
2010-11-26,9.489903450012207,9.57124573241688,9.427842682592503,9.451943771854632,237585600
2010-11-29,9.546241760253906,9.564618250100498,9.380846111411815,9.50496766367862,445785200
2010-11-30,9.373917579650879,9.470624434381545,9.36548191533529,9.445919988885887,501858000
2010-12-01,9.532079696655273,9.572750430234551,9.489902192682887,9.498036178504949,461750800
2010-12-02,9.584803581237793,9.610410639123778,9.486589963631985,9.566124611772345,462837200
2010-12-03,9.563413619995117,9.599866531383245,9.530274317108029,9.550459252990438,342092800
2010-12-06,9.645058631896973,9.710734697380575,9.592938677824145,9.599566700013533,448481600
2010-12-07,9.586610794067383,9.760742158663351,9.58389973311389,9.755019165303365,391454000
2010-12-08,9.670968055725098,9.671269731742132,9.553474498488281,9.629393078230944,321935600
2010-12-09,9.633307456970215,9.715854037793921,9.61101320305376,9.70470811753944,294151200
2010-12-10,9.657410621643066,9.672172633954343,9.598361767928623,9.629995111149551,262511200
2010-12-13,9.690851211547852,9.792981815906202,9.67066707506258,9.772194327393672,439815600
2010-12-14,9.649274826049805,9.717060204062667,9.610410919713525,9.69265743579927,351008000
2010-12-15,9.651385307312012,9.730919162889693,9.616136681246248,9.640538647981066,417312000
2010-12-16,9.67819881439209,9.719171245116987,9.64355353545395,9.673378433780996,322030800
2010-12-17,9.658918380737305,9.694467884321158,9.647469976448964,9.689647503568173,386929200
2010-12-20,9.707121849060059,9.738454328052885,9.587218080023296,9.688744547270181,385610400
2010-12-21,9.767071723937988,9.772795523182715,9.702299876265581,9.730919676958539,256354000
2010-12-22,9.79599380493164,9.812865136648508,9.747489932949707,9.771892706948346,265921600
2010-12-23,9.748995780944824,9.795692005821092,9.736041411837865,9.791173301773785,223157200
2010-12-27,9.781530380249023,9.804427182234472,9.686330301190768,9.72639930243071,249816000
2010-12-28,9.805330276489258,9.841180637187058,9.792978458022468,9.818585513748427,175924000
2010-12-29,9.799910545349121,9.834857498648141,9.794185941411001,9.82792779961456,163139200
2010-12-30,9.750802040100098,9.806535665163986,9.732424746061998,9.805632246270413,157494400
2010-12-31,9.717663764953613,9.745380144681375,9.68000494952924,9.72941303862859,193508000
2011-01-03,9.928851127624512,9.94963861290765,9.786352272433202,9.810453366535274,445138400
2011-01-04,9.980674743652344,10.017127678035925,9.886076350098627,10.015320034676185,309080800
2011-01-05,10.0623140335083,10.072557342704465,9.92674404143675,9.928250812670898,255519600
2011-01-06,10.054179191589355,10.099971192690953,10.029173872552061,10.084004086161588,300428800
2011-01-07,10.126179695129395,10.133108587842807,9.99904460992602,10.062009605140927,311931200
2011-01-10,10.31688404083252,10.34038259019298,10.157815514177488,10.207825350568898,448560000
2011-01-11,10.292481422424316,10.39250108889079,10.227106225807267,10.390091703375893,444108000
2011-01-12,10.376230239868164,10.376531915790746,10.303324420775091,10.340983229542829,302590400
2011-01-13,10.414192199707031,10.443114480087749,10.359061113904545,10.398526768970111,296780400
2011-01-14,10.49854564666748,10.49854564666748,10.376834286436054,10.420517767419613,308840000
2011-01-18,10.262651443481445,10.386472096342011,9.821295607967967,9.927341517949596,1880998000
2011-01-19,10.208125114440918,10.502161015779238,10.149077076098598,10.494628770779249,1135612800
2011-01-20,10.022543907165527,10.191855699646363,9.945419450987094,10.135518725971849,764789200
2011-01-21,9.84299087524414,10.088824628121165,9.840279009213582,10.05538364353964,754401200
2011-01-24,10.166252136230469,10.166252136230469,9.842992191759995,9.84751170092565,574683200
2011-01-25,10.285248756408691,10.286454655718636,10.079484041398759,10.13250740992298,546868000
2011-01-26,10.359062194824219,10.411783900565544,10.288264866428142,10.332249230158107,506875600
2011-01-27,10.3397798538208,10.384367566060355,10.328332255351357,10.356952055994288,285026000
2011-01-28,10.125576972961426,10.375629327210929,10.048152444587192,10.368700434066625,592057200
2011-01-31,10.222585678100586,10.24427738575301,10.071350294314438,10.116539742985243,377246800
2011-02-01,10.394611358642578,10.413289528260078,10.272598295169548,10.282239055988574,426633200
2011-02-02,10.373222351074219,10.40123960827773,10.350024670288608,10.377139312779905,258955200
2011-02-03,10.346709251403809,10.370811153499933,10.199389994953385,10.357555107347064,393797600
2011-02-04,10.438897132873535,10.444922608232996,10.348818287422931,10.352734444171912,321840400
2011-02-07,10.60097599029541,10.642248472829689,10.473238364784624,10.480769804467416,485021600
2011-02-08,10.700996398925781,10.710637157269941,10.609110736600044,10.655204405729329,381040800
2011-02-09,10.790173530578613,10.815480525279932,10.691057283640934,10.700697239057869,482745200
2011-02-10,10.68111515045166,10.845607402794435,10.484086137040167,10.76697696391748,928550000
2011-02-11,10.750706672668457,10.779326468671986,10.650987084934888,10.687440801938033,367572800
2011-02-14,10.820903778076172,10.82994118694383,10.74649116610809,10.748901356331295,310416400
2011-02-15,10.842595100402832,10.844704419163513,10.771797771061184,10.821205063588275,284174800
2011-02-16,10.939903259277344,10.99322669875042,10.860669474343087,10.86970688184777,481157600
2011-02-17,10.794390678405762,10.853740395987167,10.740764759409132,10.762758143739298,530583200
2011-02-18,10.561213493347168,10.830545847577838,10.529881016659713,10.806745618482678,816057200
2011-02-22,10.201194763183594,10.40575517500323,10.174382611360656,10.307843236500132,872555600
2011-02-23,10.322005271911621,10.382860154582389,10.20119651215652,10.206017696513205,671854400
2011-02-24,10.32983684539795,10.39822477345182,10.193966017158228,10.364182049637497,499900800
2011-02-25,10.488905906677246,10.497039894729856,10.387680352066244,10.401538138456736,380018800
2011-02-28,10.641045570373535,10.696478325176376,10.578080570436468,10.581695855028288,403074000
2011-03-01,10.52354907989502,10.716661067721951,10.47444268094759,10.709129628598957,456136800
2011-03-02,10.608211517333984,10.675394377032351,10.496140062124685,10.54313797675298,602590800
2011-03-03,10.832352638244629,10.839281533193732,10.722691391874365,10.760952761045889,500788400
2011-03-04,10.84560489654541,10.85434143118635,10.777819524042625,10.847713410108383,453266800
2011-03-07,10.705819129943848,10.895918436438611,10.583806080157325,10.887783643175379,546123200
2011-03-08,10.717867851257324,10.767275933879283,10.61212279310716,10.69225998884102,356316800
2011-03-09,10.618754386901855,10.68774488111436,10.562418196890224,10.685635562257737,453306000
2011-03-10,10.444018363952637,10.537411622900136,10.390694113831312,10.517828425786107,507539200
2011-03-11,10.604290008544922,10.614232443249065,10.393705717936115,10.40364654370188,471080400
2011-03-14,10.651588439941406,10.739558745265878,10.583803873343264,10.640140040140098,435957200
2011-03-15,10.406659126281738,10.479264072816855,10.246083873121746,10.306337000870574,721081200
2011-03-16,9.942108154296875,10.333454355759487,9.829133300080846,10.303327781599839,1162011200
2011-03-17,10.081595420837402,10.231324865303337,9.961690873074328,10.147572365685322,659422400
2011-03-18,9.961992263793945,10.188846196721382,9.941807322266943,10.156610303694858,753214000
2011-03-21,10.22198486328125,10.235240104624163,10.100272674231293,10.12226606156357,409402000
2011-03-22,10.279224395751953,10.322005267233353,10.217163613668186,10.320197624776391,325922800
2011-03-23,10.218668937683105,10.249698922096595,10.121057867767226,10.221379998750031,372996400
2011-03-24,10.392800331115723,10.423831117660738,10.208726538760677,10.29880535715191,404712000
2011-03-25,10.59073543548584,10.606400866272802,10.454562111666199,10.48619545369901,448910000
2011-03-28,10.557598114013672,10.674490752895187,10.557598114013672,10.639242116483027,309355200
2011-03-29,10.573261260986328,10.573261260986328,10.425641147560636,10.47384333805786,352900800
2011-03-30,10.50306510925293,10.570851296260566,10.467214742090883,10.563619922272153,329406000
2011-03-31,10.499454498291016,10.53831761707481,10.425644418421566,10.434681829181821,274019200
2011-04-01,10.380451202392578,10.592242244368515,10.342491510722203,10.577781907451314,418661600
2011-04-04,10.27892017364502,10.381652475288321,10.194866837968233,10.372915941828813,460084800
2011-04-05,10.20963191986084,10.310857481539632,10.122565821510126,10.152391519077785,482731200
2011-04-06,10.184026718139648,10.360569150897362,10.156912879333596,10.279830182107547,402539200
2011-04-07,10.185227394104004,10.256023888481554,10.123466696108991,10.185829136954267,373447200
2011-04-08,10.09424877166748,10.247593511373783,10.060808587527054,10.240664616406464,377535200
