Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.447412014007568,6.4621740257756315,6.398305598620858,6.429938538443087,493729600
2010-01-05,6.458558559417725,6.495011876028917,6.424515030395415,6.465186581432348,601904800
2010-01-06,6.355827331542969,6.484167138135582,6.3491993087984255,6.458559270675418,552160000
2010-01-07,6.3440752029418945,6.386855660963874,6.297981539087417,6.379323819369417,477131200
2010-01-08,6.386254787445068,6.3868577372031625,6.298285664666543,6.335642002180716,447610800
2010-01-11,6.3299174308776855,6.416983118453662,6.279906800179868,6.410957644337157,462229600
2010-01-12,6.2579145431518555,6.319674855517163,6.218750163570416,6.302200576324454,594459600
2010-01-13,6.346185207366943,6.354620871399993,6.148856152786487,6.262433930109585,605892000
2010-01-14,6.309431552886963,6.340462345962333,6.29707973174577,6.329918167266383,432894000
2010-01-15,6.203989505767822,6.374808133868416,6.202181862929589,6.354622788841472,594067600
2010-01-19,6.478442668914795,6.482961775425333,6.243455163886841,6.276292797826078,730007600
2010-01-20,6.378723621368408,6.4938069781844,6.311540780542033,6.474525860051603,612152800
2010-01-21,6.268458843231201,6.4263230685152175,6.24255010550228,6.389267604400781,608154400
2010-01-22,5.957553386688232,6.251288520918056,5.939779035915653,6.229597610515873,881767600
2010-01-25,6.117825031280518,6.1669310353058595,6.031060217094313,6.100954106361939,1065699600
2010-01-26,6.204290390014648,6.4383748938166665,6.103064810837715,6.204591663802105,1867110000
2010-01-27,6.262736797332764,6.344078313022043,6.011178393804465,6.231705996985796,1722568400
2010-01-28,6.00394868850708,6.191035717541169,5.986174336726165,6.17386391342976,1173502400
2010-01-29,5.786131858825684,6.09161663245499,5.731602511581977,6.057874773708065,1245952400
2010-02-01,5.866569519042969,5.904830481682376,5.763235033881686,5.795470521385862,749876400
2010-02-02,5.900613307952881,5.914471902311369,5.825899419106704,5.902120079139591,698342400
2010-02-03,6.002139568328857,6.031362720873122,5.857230107353946,5.879825237164845,615328000
2010-02-04,5.785830974578857,5.976231175493704,5.771369833232195,5.926823080361976,757652000
2010-02-05,5.8885626792907715,5.904831464864725,5.749678672176091,5.803304605339309,850306800
2010-02-08,5.848190784454346,5.961467275741998,5.844575500261952,5.895489948169045,478270800
2010-02-09,5.910552978515625,5.950018622565921,5.867170374522386,5.9174818706882615,632886800
2010-02-10,5.878318786621094,5.922906900336321,5.852410048038444,5.90151606139598,370361600
2010-02-11,5.985269546508789,6.017806715347872,5.846385539710414,5.871089589587284,550345600
2010-02-12,6.036783695220947,6.074743372305424,5.889765365493016,5.968395780395547,655468800
2010-02-16,6.127768039703369,6.136504576136544,6.071129781940066,6.0837828770864,543737600
2010-02-17,6.102161407470703,6.155183985261066,6.051246539493885,6.15156869980226,436396800
2010-02-18,6.1136088371276855,6.14253071776003,6.053054014078898,6.074443647979934,422825200
2010-02-19,6.075648784637451,6.121742865750914,6.058777856201289,6.081373388349714,415469600
2010-02-22,6.037990093231201,6.10065382615831,6.000934628903315,6.095833848421336,390563600
2010-02-23,5.936765193939209,6.065406283235784,5.896094440065246,6.025337674691251,575094800
2010-02-24,6.045220375061035,6.068718920269862,5.960262394467364,5.972012069306375,460566400
2010-02-25,6.085590839385986,6.1114995785345725,5.931643566605475,5.946405578757762,665126000
2010-02-26,6.164522171020508,6.181091824721057,6.085590461193348,6.097038461241204,507460800
2010-03-01,6.296177864074707,6.3115420241755835,6.189528944701287,6.198566756919696,550093600
2010-03-02,6.291958808898926,6.351609403767862,6.258517824150557,6.324495167908173,566546400
2010-03-03,6.3064188957214355,6.322687678973279,6.264543451474793,6.294670023397767,372052800
2010-03-04,6.347992420196533,6.354319167793294,6.28532869832281,6.304911890737833,366041200
2010-03-05,6.596240520477295,6.618835658406439,6.466093024776577,6.4754325147110094,899620400
2010-03-08,6.600155353546143,6.630582799633143,6.5751500312099385,6.628173011547756,429889600
2010-03-09,6.718853950500488,6.778504547894001,6.564304126933652,6.5769572230118705,920259200
2010-03-10,6.773683071136475,6.7929645892540895,6.724275789898513,6.743255632060934,596218000
2010-03-11,6.7935686111450195,6.7935686111450195,6.727892929198861,6.7456680846762564,405700400
2010-03-12,6.826706409454346,6.860749133017184,6.801098545559167,6.849903279126923,416323600
2010-03-15,6.743556499481201,6.793565922912656,6.635401251479608,6.78995144295259,493502800
2010-03-16,6.761934757232666,6.777901864453634,6.703489256088445,6.753800767857857,446908000
2010-03-17,6.7519917488098145,6.822186510178632,6.726384288617833,6.775490293088525,450956800
2010-03-18,6.767960548400879,6.778504728374359,6.706501904520206,6.751390088410512,342109600
2010-03-19,6.695656776428223,6.7857356290714534,6.664927251875943,6.77217871066484,559445600
2010-03-22,6.77097225189209,6.808631066076942,6.632389553345399,6.642030312748784,456419600
2010-03-23,6.879732608795166,6.892386111683738,6.751392350048554,6.7977877228370165,602431200
2010-03-24,6.910156726837158,6.93516204151487,6.854120623526969,6.858037583832145,597780400
2010-03-25,6.828213214874268,6.95836106414249,6.816162264626477,6.95685429312686,542284400
2010-03-26,6.95625114440918,6.9878836757135705,6.885453032713796,6.89750398052641,640875200
2010-03-29,7.001140594482422,7.045728307623355,6.977943721078384,7.0195186965429475,540744400
2010-03-30,7.105380535125732,7.154487768284369,7.057177525712166,7.127975670648669,527310000
2010-03-31,7.079771518707275,7.128276196364728,7.06350353861657,7.094534336561323,430659600
2010-04-01,7.108994007110596,7.1921431514325525,7.011986269833654,7.15237662406558,603145200
2010-04-05,7.184915065765381,7.185517613426061,7.072843614287407,7.079170766959302,684507600
2010-04-06,7.216548919677734,7.237637284804718,7.140026970366535,7.17617902806248,447017200
2010-04-07,7.248479843139648,7.288247168945632,7.190033547052899,7.216846505382626,628502000
2010-04-08,7.228898525238037,7.276799846191722,7.17135644400105,7.243660537187186,572989200
2010-04-09,7.284331798553467,7.2873453408225615,7.244263592521221,7.273486746943839,334182800
2010-04-12,7.299393653869629,7.322892198335015,7.284932516063749,7.296681788296442,333026400
2010-04-13,7.3036112785339355,7.3147588087388415,7.26384395078485,7.286439882688969,306210800
2010-04-14,7.401824951171875,7.405440235941437,7.353020215721272,7.389473130443826,404076400
2010-04-15,7.499135494232178,7.502449103539689,7.3964031475975975,7.404537137330117,376784800
2010-04-16,7.453342914581299,7.566016897083492,7.367481896785646,7.488590740822436,750545600
2010-04-19,7.443399906158447,7.468103547563454,7.283728047043323,7.442194811237752,566924400
2010-04-20,7.368685245513916,7.5090755785723164,7.319578836761841,7.487685547080738,738326400
2010-04-21,7.809439659118652,7.8404704535464615,7.704297130144349,7.7967861614504645,982391200
2010-04-22,8.027860641479492,8.036296309470552,7.718459228513083,7.779918290835516,793424800
2010-04-23,8.159204483032227,8.199875205416433,8.043819529484345,8.073644404111928,796955600
2010-04-26,8.119141578674316,8.208316193603364,8.079675120394999,8.190843120898524,479068800
2010-04-27,7.894399166107178,8.069133981326914,7.848607148649302,8.051961773662816,709343600
2010-04-28,7.881142616271973,7.95344591678499,7.724785130029546,7.930851587888736,758402400
2010-04-29,8.093233108520508,8.134204730171485,7.893493033977451,7.923920476461349,558840800
2010-04-30,7.865774631500244,8.151374836985429,7.863063570642637,8.113415158164347,542463600
2010-05-03,8.02424430847168,8.070338800318083,7.919704304964606,7.94862659144689,454342000
2010-05-04,7.79317045211792,7.932054829510123,7.735026631933845,7.920004684475295,723819600
2010-05-05,7.712130546569824,7.776903199486573,7.4934106195036705,7.622955925337167,883103200
2010-05-06,7.418697834014893,7.780217537533244,6.0027427792192976,7.6470577385063985,1285860800
2010-05-07,7.105677604675293,7.428334873219257,6.784828782653819,7.342173015414643,1676018400
2010-05-10,7.651875019073486,7.671759083505501,7.487383599299939,7.539201871835413,984306400
2010-05-11,7.728099346160889,7.8296258012146565,7.546736540735173,7.5871056210347945,848906800
2010-05-12,7.895903587341309,7.927235254764587,7.7937745955647895,7.810041770108814,654379600
2010-05-13,7.783530235290527,7.983571163517165,7.724481389175063,7.929945244496214,599712400
2010-05-14,7.646751880645752,7.726889057059573,7.516604890732305,7.687121742481804,759362800
2010-05-17,7.658805847167969,7.717854697305268,7.462681061805745,7.673266987071623,762834800
2010-05-18,7.602771759033203,7.789255814385649,7.539505066271295,7.74195703506445,782678400
2010-05-19,7.481659889221191,7.619640029178477,7.37651818109898,7.516606834771104,1025726800
2010-05-20,7.16292142868042,7.346392719282335,7.116224399300334,7.287042192303417,1282915200
2010-05-21,7.300299644470215,7.365975718965748,6.96980914884795,7.014095187395447,1223891200
2010-05-24,7.4340620040893555,7.558786948290332,7.4189991180262815,7.449728242243186,754238800
2010-05-25,7.387665748596191,7.434060295836594,7.144844744295193,7.21082168249337,1048006400
2010-05-26,7.354226112365723,7.5958428704193315,7.3433802556882615,7.534082948821246,850654000
2010-05-27,7.632594585418701,7.648863366003005,7.504857748337255,7.549746325097556,666282400
2010-05-28,7.738944053649902,7.814863439000392,7.632596418061027,7.814562567448226,815614800
2010-06-01,7.8579421043396,8.011889344656,7.8016051292430175,7.823597707069526,876472800
2010-06-02,7.951937198638916,7.977544254164704,7.84287773784709,7.9697111386592345,688548000
2010-06-03,7.926933765411377,8.000141274204461,7.845289787296934,7.988993743415286,650106800
2010-06-04,7.7112250328063965,7.890176774192061,7.671156839559485,7.779009600497379,758304400
2010-06-07,7.559989929199219,7.8073296250479185,7.548239851635312,7.781420889047427,886942000
2010-06-08,7.511486053466797,7.646152593297896,7.400619735746495,7.629281264647984,1000770400
2010-06-09,7.326810836791992,7.588914221516775,7.305421603243924,7.575959045608166,854630000
